order_id,warehouse_location,customer_city,distance_km,vehicle_type,rider_id,rider_age,rider_rating,traffic_condition,weather,shift_type,order_category,package_weight_kg,fragile,temperature_sensitive,delivery_priority,delivery_status,Estimated_delivery_time,Actual_delivery_time,delivered_on_time,ROUTE EFFECTENCY CALCULATOR
O102439,Pune,Kolkata,20.3,Van,R3439,38,4.06,Medium,Rainy,Night,Furniture,6.66,No,No,Normal,Delivered,95,96,Yes,4.7
O102440,Hyderabad,Pune,3.3,Van,R3440,48,4.58,Medium,Clear,Afternoon,Books,1.85,No,No,Normal,Delivered,12,11,Yes,3.6
O102441,Ahmedabad,Kolkata,9.3,Bike,R3441,27,4.91,Medium,Clear,Night,Grocery,5.31,No,No,High,Delivered,36,35,Yes,3.9
O102442,Kolkata,Chennai,8.0,Mini Truck,R3442,26,4.36,Medium,Clear,Afternoon,Furniture,-0.28,No,No,Normal,Delivered,31,42,No,3.9
O102443,Pune,Ahmedabad,7.5,Mini Truck,R3443,30,4.75,Low,Rainy,Afternoon,Books,2.31,No,No,High,Delivered,26,16,Yes,3.5
O102444,Hyderabad,Delhi,20.6,Van,R3444,22,4.14,Low,Rainy,Morning,Electronics,2.71,Yes,No,Normal,Delivered,74,81,No,3.6
O102445,Hyderabad,Bangalore,10.7,Mini Truck,R3445,40,4.58,Low,Windy,Evening,Grocery,4.62,No,No,Low,Delivered,35,17,Yes,3.3
O102446,Chennai,Delhi,19.8,Scooter,R3446,39,4.43,Medium,Rainy,Night,Books,3.92,Yes,No,Normal,Delivered,92,101,No,4.7
O102447,Kolkata,Chennai,17.2,Bike,R3447,31,4.51,Low,Clear,Morning,Books,4,No,No,Low,Delivered,51,40,Yes,3.0
O102448,Pune,Pune,16.4,Van,R3448,26,4.13,Medium,Clear,Evening,Pharma,5.99,Yes,No,High,Delivered,63,54,Yes,3.9
O102449,Chennai,Bangalore,12.2,Van,R3449,43,4.72,Medium,Clear,Morning,Grocery,5.81,No,No,Normal,Delivered,47,61,No,3.8
O102450,Bangalore,Pune,11.0,Mini Truck,R3450,31,4.03,Medium,Clear,Afternoon,Books,4.49,No,Yes,High,Delivered,42,25,Yes,3.8
O102451,Hyderabad,Delhi,11.0,Van,R3451,49,4.31,Medium,Clear,Night,Books,2.28,No,No,Low,Delivered,43,52,No,3.9
O102452,Mumbai,Ahmedabad,18.0,Van,R3452,49,4.26,High,Windy,Morning,Clothing,2.9,No,No,Normal,Delivered,95,92,Yes,5.3
O102453,Delhi,Hyderabad,16.6,Mini Truck,R3453,36,4.21,Medium,Clear,Evening,Pharma,1.36,No,No,Normal,Delivered,64,74,No,3.9
O102454,Mumbai,Pune,0.5,Scooter,R3454,53,4.09,Low,Clear,Night,Pharma,4.22,Yes,No,High,Delivered,1,4,Yes,2.2
O102455,Hyderabad,Bangalore,21.8,Scooter,R3455,37,4.43,Low,Clear,Morning,Furniture,1.83,No,No,Normal,Delivered,65,61,Yes,3.0
O102456,Mumbai,Mumbai,13.7,Scooter,R3456,39,3.93,Medium,Clear,Afternoon,Grocery,2.49,No,No,High,Delivered,53,44,Yes,3.9
O102457,Bangalore,Delhi,15.6,Van,R3457,40,4.57,Medium,Foggy,Morning,Pharma,2.57,No,Yes,Normal,Delivered,85,68,Yes,5.4
O102458,Hyderabad,Pune,18.8,Scooter,R3458,25,4.2,Medium,Clear,Evening,Books,3.4,No,No,Normal,Delivered,73,62,Yes,3.9
O102459,Pune,Kolkata,9.1,Bike,R3459,23,4.47,Low,Rainy,Evening,Books,2.68,No,No,Normal,Delivered,32,23,Yes,3.5
O102460,Chennai,Chennai,7.6,Van,R3460,27,4.43,Low,Clear,Morning,Books,2.47,Yes,No,Normal,Delivered,22,11,Yes,2.9
O102461,Pune,Chennai,10.6,Scooter,R3461,45,4.03,High,Clear,Evening,Electronics,2.9,No,No,Normal,Failed,51,58,No,4.8
O102462,Delhi,Bangalore,21.0,Mini Truck,R3462,50,4.62,Medium,Clear,Morning,Books,4.13,No,No,Normal,Delivered,81,91,No,3.9
O102463,Hyderabad,Kolkata,15.1,Van,R3463,36,4.91,Low,Foggy,Night,Books,4.73,No,No,High,Delivered,63,65,Yes,4.2
O102464,Ahmedabad,Chennai,20.5,Van,R3464,29,4.63,Medium,Clear,Morning,Pharma,3.18,No,No,High,Delivered,79,83,Yes,3.9
O102465,Mumbai,Kolkata,2.7,Bike,R3465,41,3.88,Medium,Clear,Morning,Electronics,2.99,No,No,Normal,Delivered,10,12,Yes,3.7
O102466,Kolkata,Hyderabad,14.0,Bike,R3466,32,4.51,Medium,Foggy,Evening,Books,2.93,No,No,Normal,Delivered,76,83,No,5.4
O102467,Mumbai,Ahmedabad,9.0,Scooter,R3467,34,4.07,Low,Clear,Evening,Furniture,-0.15,Yes,No,Normal,Delivered,27,25,Yes,3.0
O102468,Hyderabad,Mumbai,20.2,Scooter,R3468,22,3.78,High,Clear,Afternoon,Grocery,3.55,No,No,Normal,Delivered,96,103,No,4.8
O102469,Kolkata,Bangalore,12.8,Van,R3469,48,4.24,Low,Clear,Morning,Furniture,-0.09,No,Yes,Normal,Delivered,38,41,Yes,3.0
O102470,Chennai,Bangalore,9.6,Scooter,R3470,44,4.09,Low,Windy,Morning,Electronics,3.52,No,No,Normal,Delivered,31,34,Yes,3.2
O102471,Ahmedabad,Ahmedabad,13.3,Bike,R3471,39,4.4,Medium,Rainy,Evening,Pharma,5.58,No,No,Normal,Delivered,62,65,Yes,4.7
O102472,Chennai,Chennai,6.4,Bike,R3472,34,4.67,High,Rainy,Night,Electronics,1.66,Yes,No,High,Delivered,36,37,Yes,5.6
O102473,Hyderabad,Kolkata,15.1,Scooter,R3473,39,4.35,High,Clear,Evening,Books,1.25,No,Yes,Normal,Delivered,72,64,Yes,4.8
O102474,Mumbai,Delhi,9.1,Bike,R3474,43,4.46,High,Rainy,Night,Books,3.19,No,No,Normal,Delivered,52,50,Yes,5.7
O102475,Pune,Chennai,9.3,Van,R3475,36,4.05,Medium,Foggy,Morning,Electronics,1.01,No,No,Normal,Delivered,50,54,Yes,5.4
O102476,Mumbai,Delhi,14.9,Scooter,R3476,27,4.58,Medium,Rainy,Evening,Clothing,1.58,No,No,Low,Delivered,69,61,Yes,4.6
O102477,Chennai,Chennai,4.2,Van,R3477,37,4.56,Medium,Clear,Evening,Books,5.28,No,No,Normal,Delivered,16,16,Yes,3.9
O102478,Pune,Pune,13.1,Scooter,R3478,50,4.56,Low,Clear,Evening,Furniture,2.97,Yes,No,Normal,Delivered,39,36,Yes,3.0
O102479,Kolkata,Delhi,12.1,Bike,R3479,28,4.18,Low,Rainy,Afternoon,Clothing,0.63,No,No,Normal,Delivered,43,54,No,3.5
O102480,Ahmedabad,Kolkata,21.6,Van,R3480,31,4.48,High,Clear,Evening,Pharma,4.7,No,No,High,Delivered,103,97,Yes,4.8
O102481,Ahmedabad,Pune,18.4,Mini Truck,R3481,49,4.87,High,Clear,Morning,Grocery,2.02,No,No,High,Delivered,88,83,Yes,4.8
O102482,Mumbai,Pune,10.9,Bike,R3482,21,4.2,Medium,Rainy,Morning,Electronics,5.03,No,No,High,Delivered,51,62,No,4.7
O102483,Delhi,Delhi,10.6,Mini Truck,R3483,49,4.36,Medium,Foggy,Morning,Furniture,1.72,No,No,Normal,Delivered,57,65,No,5.4
O102484,Delhi,Hyderabad,16.9,Bike,R3484,30,4.41,Medium,Rainy,Night,Grocery,4.54,No,No,High,Delivered,79,71,Yes,4.7
O102485,Ahmedabad,Pune,14.9,Mini Truck,R3485,28,4.37,Low,Foggy,Night,Clothing,6.04,No,No,Normal,Delivered,62,57,Yes,4.2
O102486,Delhi,Kolkata,21.7,Van,R3486,51,3.99,Low,Rainy,Morning,Clothing,3.48,Yes,No,Normal,Delivered,77,79,Yes,3.6
O102487,Delhi,Hyderabad,16.1,Mini Truck,R3487,36,4.14,Medium,Windy,Morning,Books,4.3,No,No,Normal,Delivered,68,74,No,4.2
O102488,Pune,Hyderabad,16.1,Van,R3488,26,4.56,Medium,Clear,Night,Pharma,2.94,No,No,Normal,Delivered,62,62,Yes,3.8
O102489,Bangalore,Chennai,18.4,Bike,R3489,54,4.09,High,Clear,Afternoon,Pharma,4.05,No,No,Normal,Delivered,88,82,Yes,4.8
O102490,Delhi,Ahmedabad,22.9,Scooter,R3490,34,4.43,Medium,Clear,Night,Clothing,5.19,No,No,High,Delivered,89,80,Yes,3.9
O102491,Ahmedabad,Kolkata,15.6,Mini Truck,R3491,51,4.31,Medium,Clear,Afternoon,Books,0.82,No,No,Normal,Delivered,60,59,Yes,3.9
O102492,Bangalore,Mumbai,18.9,Van,R3492,34,4.61,High,Clear,Night,Books,1.06,No,No,Normal,Delivered,90,85,Yes,4.8
O102493,Mumbai,Hyderabad,14.8,Mini Truck,R3493,36,4.48,Low,Clear,Afternoon,Grocery,-0.71,No,No,Normal,Delivered,44,57,No,3.0
O102494,Pune,Bangalore,11.3,Scooter,R3494,40,4.29,Medium,Clear,Morning,Grocery,4.97,Yes,No,High,Delivered,43,29,Yes,3.8
O102495,Kolkata,Mumbai,18.4,Van,R3495,42,4.42,High,Clear,Afternoon,Furniture,1.64,No,No,Normal,Delivered,88,104,No,4.8
O102496,Chennai,Bangalore,11.8,Bike,R3496,50,4.64,Medium,Clear,Evening,Electronics,4.27,No,No,Normal,Delivered,46,46,Yes,3.9
O102497,Kolkata,Ahmedabad,9.1,Bike,R3497,39,4.15,Low,Rainy,Evening,Pharma,6.17,No,No,Normal,Delivered,32,20,Yes,3.5
O102498,Delhi,Ahmedabad,12.9,Scooter,R3498,36,4.72,Medium,Clear,Night,Books,6.05,No,No,Normal,Delivered,50,45,Yes,3.9
O102499,Ahmedabad,Hyderabad,17.9,Scooter,R3499,33,4.69,Medium,Clear,Morning,Pharma,1.95,No,No,High,Delivered,69,58,Yes,3.9
O102500,Delhi,Bangalore,14.7,Mini Truck,R3500,26,3.84,Medium,Clear,Evening,Books,3.36,No,No,High,Delivered,57,59,Yes,3.9
O102501,Delhi,Pune,21.6,Scooter,R3501,52,4.02,Medium,Clear,Evening,Electronics,3.56,No,Yes,High,Delivered,84,109,No,3.9
O102502,Pune,Chennai,19.7,Scooter,R3502,42,3.93,Low,Windy,Afternoon,Furniture,4.3,No,No,High,Delivered,64,63,Yes,3.3
O102503,Kolkata,Bangalore,26.8,Van,R3503,41,4.58,High,Rainy,Night,Grocery,1.15,No,No,Normal,Delivered,154,162,No,5.7
O102504,Ahmedabad,Mumbai,14.4,Van,R3504,47,4.26,Low,Foggy,Evening,Grocery,5.89,No,No,Low,Delivered,60,81,No,4.2
O102505,Bangalore,Hyderabad,18.1,Bike,R3505,34,4.28,High,Clear,Night,Books,3.65,No,No,High,Delivered,86,100,No,4.7
O102506,Delhi,Bangalore,22.7,Mini Truck,R3506,50,4.65,Medium,Clear,Afternoon,Grocery,7.19,No,No,Normal,Delivered,88,90,Yes,3.9
O102507,Bangalore,Bangalore,7.6,Mini Truck,R3507,32,4.33,High,Foggy,Afternoon,Pharma,2.7,Yes,Yes,High,Delivered,50,52,Yes,6.6
O102508,Delhi,Bangalore,22.2,Van,R3508,46,4.53,Low,Clear,Night,Grocery,3.94,No,No,Normal,Delivered,66,71,Yes,3.0
O102509,Kolkata,Kolkata,7.1,Bike,R3509,28,4.01,Medium,Rainy,Afternoon,Pharma,3.57,No,No,Normal,Delivered,33,22,Yes,4.6
O102510,Chennai,Bangalore,22.3,Van,R3510,29,4.24,High,Foggy,Night,Books,2.15,No,No,High,Delivered,149,138,Yes,6.7
O102511,Delhi,Mumbai,16.9,Bike,R3511,39,5,Medium,Clear,Morning,Electronics,1.64,No,No,Normal,Delivered,65,56,Yes,3.8
O102512,Bangalore,Ahmedabad,14.3,Mini Truck,R3512,46,4.09,Low,Windy,Night,Clothing,3.11,No,Yes,Low,Delivered,47,49,Yes,3.3
O102513,Chennai,Kolkata,9.8,Van,R3513,42,4.46,Low,Foggy,Night,Books,0.34,No,No,High,Delivered,41,38,Yes,4.2
O102514,Mumbai,Delhi,8.5,Van,R3514,46,4.02,Low,Clear,Afternoon,Pharma,2.53,No,No,Normal,Delivered,25,36,No,2.9
O102515,Ahmedabad,Chennai,13.4,Van,R3515,38,4.28,Low,Clear,Night,Electronics,4.75,No,No,High,Delivered,40,61,No,3.0
O102516,Mumbai,Hyderabad,12.6,Bike,R3516,24,4.54,High,Clear,Afternoon,Furniture,1.92,No,No,Normal,Delivered,60,56,Yes,4.7
O102517,Chennai,Delhi,11.4,Van,R3517,36,4.12,Medium,Clear,Afternoon,Books,1.46,No,Yes,High,Delivered,44,64,No,3.9
O102518,Mumbai,Ahmedabad,12.8,Bike,R3518,47,4.46,Medium,Clear,Morning,Books,1.96,Yes,No,Low,Delivered,49,56,No,3.8
O102519,Chennai,Kolkata,19.0,Van,R3519,52,4.48,Medium,Rainy,Evening,Furniture,2.29,Yes,No,High,Delivered,89,75,Yes,4.7
O102520,Delhi,Chennai,23.2,Scooter,R3520,49,4.64,Medium,Rainy,Evening,Grocery,2,No,No,Normal,Delivered,108,123,No,4.7
O102521,Mumbai,Bangalore,13.0,Scooter,R3521,23,3.94,Low,Clear,Morning,Electronics,-0.77,No,No,Low,Delivered,39,43,Yes,3.0
O102522,Pune,Ahmedabad,15.4,Mini Truck,R3522,24,4.24,Medium,Clear,Night,Furniture,4.81,No,No,Normal,Delivered,60,46,Yes,3.9
O102523,Hyderabad,Delhi,9.7,Scooter,R3523,21,4.32,Medium,Clear,Afternoon,Books,5.58,No,No,Low,Delivered,37,34,Yes,3.8
O102524,Hyderabad,Chennai,13.4,Mini Truck,R3524,30,4.14,Low,Clear,Night,Clothing,1.15,No,No,Normal,Delivered,40,38,Yes,3.0
O102525,Chennai,Chennai,11.7,Bike,R3525,46,4.51,Medium,Windy,Night,Electronics,2.3,Yes,No,High,Delivered,50,41,Yes,4.3
O102526,Pune,Delhi,18.9,Mini Truck,R3526,45,4.13,Medium,Clear,Night,Books,3.92,No,Yes,Normal,Delivered,73,78,Yes,3.9
O102527,Pune,Bangalore,10.5,Van,R3527,41,4.66,Low,Foggy,Evening,Electronics,5.13,No,No,Normal,Delivered,44,65,No,4.2
O102528,Hyderabad,Bangalore,17.2,Van,R3528,35,3.83,Medium,Foggy,Afternoon,Pharma,1.09,No,No,Normal,Delivered,93,90,Yes,5.4
O102529,Chennai,Ahmedabad,10.4,Scooter,R3529,50,4.66,Low,Windy,Afternoon,Electronics,2.15,No,No,Normal,Delivered,34,42,No,3.3
O102530,Mumbai,Kolkata,24.0,Van,R3530,47,3.98,Medium,Clear,Evening,Furniture,4.63,Yes,No,Low,Delivered,93,83,Yes,3.9
O102531,Chennai,Hyderabad,18.9,Scooter,R3531,49,4.45,Low,Rainy,Evening,Books,4.79,No,No,Normal,Delivered,67,73,No,3.6
O102532,Ahmedabad,Chennai,15.5,Mini Truck,R3532,23,4.67,Low,Windy,Night,Books,0.13,No,No,Normal,Delivered,51,63,No,3.3
O102533,Kolkata,Hyderabad,20.3,Mini Truck,R3533,36,4.48,Low,Rainy,Afternoon,Books,2.06,No,No,High,Delivered,72,68,Yes,3.6
O102534,Chennai,Kolkata,19.3,Van,R3534,41,3.95,Low,Clear,Evening,Clothing,3.29,No,Yes,High,Delivered,57,40,Yes,3.0
O102535,Pune,Bangalore,18.1,Mini Truck,R3535,33,5,Low,Clear,Night,Electronics,3.58,No,No,Normal,Delivered,54,67,No,3.0
O102536,Delhi,Kolkata,9.6,Mini Truck,R3536,45,3.66,Medium,Clear,Evening,Pharma,2.13,Yes,No,Normal,Delivered,37,13,Yes,3.9
O102537,Kolkata,Chennai,20.8,Scooter,R3537,23,4.2,Medium,Clear,Night,Clothing,1.69,No,No,High,Delivered,81,87,No,3.9
O102538,Mumbai,Ahmedabad,20.6,Mini Truck,R3538,42,4.22,High,Clear,Night,Clothing,2.59,No,No,Normal,Delivered,99,115,No,4.8
O102539,Chennai,Hyderabad,12.8,Van,R3539,34,4,Medium,Rainy,Afternoon,Clothing,3.63,No,No,High,Delivered,59,49,Yes,4.6
O102540,Ahmedabad,Hyderabad,18.2,Scooter,R3540,47,4.92,High,Clear,Afternoon,Furniture,0.4,No,Yes,Normal,Delivered,87,79,Yes,4.8
O102541,Mumbai,Hyderabad,4.7,Mini Truck,R3541,43,4.18,Low,Foggy,Evening,Electronics,0.59,No,No,Normal,Delivered,19,24,Yes,4.0
O102542,Hyderabad,Pune,6.1,Van,R3542,25,4.09,Medium,Clear,Night,Clothing,3.48,No,No,High,Delivered,23,25,Yes,3.8
O102543,Chennai,Kolkata,14.8,Scooter,R3543,22,3.95,Low,Clear,Night,Pharma,3.23,No,No,Normal,Delivered,44,41,Yes,3.0
O102544,Hyderabad,Chennai,20.0,Van,R3544,39,4.78,Medium,Clear,Night,Furniture,2.67,No,No,Normal,Delivered,77,85,No,3.9
O102545,Pune,Ahmedabad,17.1,Bike,R3545,47,4.56,Low,Clear,Morning,Clothing,3.81,No,No,Normal,Delivered,51,35,Yes,3.0
O102546,Delhi,Pune,14.9,Mini Truck,R3546,30,4.5,Low,Foggy,Night,Grocery,3.82,No,No,Normal,Delivered,62,69,No,4.2
O102547,Delhi,Mumbai,15.9,Scooter,R3547,46,4.74,High,Rainy,Evening,Furniture,2.73,No,No,Normal,Delivered,91,97,No,5.7
O102548,Mumbai,Mumbai,15.7,Mini Truck,R3548,54,5,Medium,Clear,Afternoon,Furniture,2.71,No,No,Normal,Delivered,61,54,Yes,3.9
O102549,Delhi,Bangalore,11.5,Van,R3549,22,4.24,Medium,Clear,Afternoon,Pharma,2.01,No,No,High,Delivered,44,57,No,3.8
O102550,Pune,Chennai,18.8,Van,R3550,40,4.42,Low,Rainy,Morning,Grocery,2.52,Yes,No,High,Delivered,67,68,Yes,3.6
O102551,Pune,Chennai,18.2,Mini Truck,R3551,54,4.26,Medium,Rainy,Night,Furniture,3.14,No,No,High,Delivered,84,89,Yes,4.6
O102552,Chennai,Delhi,24.1,Scooter,R3552,30,4.46,High,Clear,Evening,Books,3.41,No,No,High,Delivered,115,93,Yes,4.8
O102553,Ahmedabad,Hyderabad,18.5,Van,R3553,25,3.82,High,Clear,Afternoon,Furniture,-0.18,No,No,Normal,Delivered,88,64,Yes,4.8
O102554,Mumbai,Ahmedabad,26.7,Mini Truck,R3554,32,4.14,Medium,Clear,Afternoon,Electronics,2.59,No,No,High,Delivered,103,101,Yes,3.9
O102555,Hyderabad,Bangalore,12.7,Van,R3555,37,4.23,High,Clear,Afternoon,Electronics,3.62,No,No,Normal,Delivered,60,56,Yes,4.7
O102556,Bangalore,Ahmedabad,21.0,Bike,R3556,54,4.64,Medium,Clear,Afternoon,Grocery,2.61,No,No,Normal,Delivered,81,74,Yes,3.9
O102557,Delhi,Chennai,24.1,Scooter,R3557,53,4.14,Low,Clear,Afternoon,Clothing,5.27,No,No,Normal,Delivered,72,78,No,3.0
O102558,Chennai,Delhi,8.5,Van,R3558,42,4.83,Medium,Windy,Night,Grocery,2.6,No,No,Normal,Delivered,36,39,Yes,4.3
O102559,Hyderabad,Delhi,9.3,Scooter,R3559,51,4.16,Medium,Clear,Morning,Electronics,3,No,No,Normal,Delivered,36,19,Yes,3.9
O102560,Bangalore,Chennai,16.1,Bike,R3560,42,4.59,Low,Foggy,Evening,Grocery,4,Yes,No,Normal,Delivered,67,79,No,4.2
O102561,Mumbai,Bangalore,17.9,Van,R3561,24,4.39,Medium,Clear,Night,Pharma,2.5,No,No,Normal,Delivered,69,66,Yes,3.9
O102562,Chennai,Bangalore,25.1,Bike,R3562,25,4.28,Medium,Foggy,Evening,Furniture,6.5,No,Yes,Low,Delivered,136,127,Yes,5.4
O102563,Ahmedabad,Mumbai,12.5,Scooter,R3563,34,4.27,Medium,Rainy,Morning,Clothing,2.55,No,No,Normal,Delivered,58,63,Yes,4.6
O102564,Bangalore,Ahmedabad,4.6,Bike,R3564,37,4.59,High,Clear,Night,Books,0.62,No,No,Normal,Delivered,22,39,No,4.8
O102565,Chennai,Mumbai,16.4,Bike,R3565,31,4.25,Low,Windy,Morning,Pharma,0.98,Yes,No,High,Delivered,54,33,Yes,3.3
O102566,Hyderabad,Bangalore,15.3,Bike,R3566,53,4.68,Low,Rainy,Evening,Books,2.63,No,Yes,Low,Delivered,55,44,Yes,3.6
O102567,Ahmedabad,Ahmedabad,17.3,Mini Truck,R3567,49,4.4,Medium,Clear,Evening,Electronics,3.44,No,No,High,Delivered,67,69,Yes,3.9
O102568,Pune,Delhi,10.6,Van,R3568,23,4.61,Medium,Clear,Morning,Books,1.87,No,Yes,High,Delivered,41,42,Yes,3.9
O102569,Hyderabad,Ahmedabad,6.1,Mini Truck,R3569,26,3.96,Medium,Clear,Morning,Electronics,4.88,No,No,High,Delivered,23,34,No,3.8
O102570,Delhi,Kolkata,24.0,Bike,R3570,40,3.89,Medium,Clear,Night,Electronics,4.23,No,No,Normal,Delivered,93,96,Yes,3.9
O102571,Ahmedabad,Mumbai,18.3,Scooter,R3571,31,4.23,Medium,Clear,Morning,Books,3.42,No,No,Normal,Delivered,71,57,Yes,3.9
O102572,Hyderabad,Delhi,24.0,Mini Truck,R3572,52,4.64,High,Clear,Evening,Clothing,4.07,No,No,Normal,Delivered,115,103,Yes,4.8
O102573,Mumbai,Mumbai,8.8,Mini Truck,R3573,51,4.66,High,Clear,Morning,Pharma,4.74,No,No,Normal,Delivered,42,33,Yes,4.8
O102574,Mumbai,Delhi,15.8,Scooter,R3574,54,4.57,Medium,Clear,Afternoon,Electronics,2.21,Yes,Yes,Normal,Delivered,61,70,No,3.9
O102575,Pune,Hyderabad,19.1,Scooter,R3575,28,4.84,Low,Clear,Afternoon,Furniture,3.07,Yes,No,Normal,Delivered,57,53,Yes,3.0
O102576,Chennai,Ahmedabad,20.2,Van,R3576,26,4.78,Low,Clear,Morning,Books,1.22,Yes,No,Normal,Delivered,60,59,Yes,3.0
O102577,Ahmedabad,Chennai,22.2,Van,R3577,36,4.04,Medium,Clear,Morning,Grocery,6.38,No,No,Normal,Delivered,86,89,Yes,3.9
O102578,Mumbai,Bangalore,10.4,Mini Truck,R3578,23,4.21,Medium,Rainy,Afternoon,Books,2.23,No,No,Low,Delivered,48,65,No,4.6
O102579,Hyderabad,Hyderabad,14.7,Bike,R3579,49,4.17,Medium,Rainy,Afternoon,Clothing,0,No,No,Normal,Delivered,68,60,Yes,4.6
O102580,Ahmedabad,Bangalore,18.7,Scooter,R3580,51,4.42,Medium,Foggy,Night,Clothing,2.36,No,No,Normal,Delivered,102,91,Yes,5.4
O102581,Ahmedabad,Ahmedabad,16.0,Scooter,R3581,26,4.57,Medium,Clear,Morning,Grocery,2.32,No,No,Normal,Delivered,62,60,Yes,3.9
O102582,Bangalore,Ahmedabad,4.4,Bike,R3582,48,4.29,Low,Rainy,Afternoon,Electronics,4.07,No,No,Normal,Delivered,15,7,Yes,3.4
O102583,Mumbai,Pune,18.2,Scooter,R3583,44,4.93,High,Clear,Night,Clothing,3.98,No,No,High,Delivered,87,79,Yes,4.8
O102584,Hyderabad,Kolkata,17.3,Scooter,R3584,34,4.4,Medium,Clear,Afternoon,Books,4.26,No,No,Normal,Delivered,67,64,Yes,3.9
O102585,Kolkata,Delhi,12.7,Mini Truck,R3585,51,4.37,Low,Windy,Morning,Books,2.82,No,No,Normal,Delivered,41,49,No,3.2
O102586,Hyderabad,Mumbai,16.0,Van,R3586,46,4.13,High,Clear,Morning,Furniture,3.65,No,No,Normal,Delivered,76,74,Yes,4.8
O102587,Ahmedabad,Mumbai,4.7,Bike,R3587,28,4.43,Medium,Rainy,Morning,Grocery,-0.33,No,Yes,Normal,Delivered,21,26,Yes,4.5
O102588,Chennai,Pune,23.6,Bike,R3588,44,4.29,Low,Clear,Night,Pharma,2.53,Yes,No,Normal,Delivered,70,58,Yes,3.0
O102589,Chennai,Mumbai,15.3,Mini Truck,R3589,21,4.31,Medium,Clear,Afternoon,Books,5.44,No,Yes,Normal,Delivered,59,78,No,3.9
O102590,Mumbai,Pune,11.3,Van,R3590,30,4.28,Medium,Windy,Night,Electronics,5.47,No,No,Low,Delivered,48,49,Yes,4.2
O102591,Ahmedabad,Ahmedabad,23.9,Scooter,R3591,52,4.86,Medium,Clear,Night,Clothing,1.84,No,No,Normal,Delivered,93,90,Yes,3.9
O102592,Mumbai,Chennai,6.9,Scooter,R3592,28,4.39,Medium,Rainy,Evening,Books,2.89,No,Yes,Low,Delivered,32,13,Yes,4.7
O102593,Hyderabad,Chennai,12.4,Bike,R3593,39,4.52,Low,Foggy,Morning,Pharma,2.62,Yes,No,High,Delivered,51,51,Yes,4.1
O102594,Mumbai,Kolkata,21.4,Van,R3594,32,4.51,High,Clear,Afternoon,Grocery,0.81,Yes,Yes,Low,Delivered,102,104,Yes,4.8
O102595,Kolkata,Bangalore,10.2,Mini Truck,R3595,35,4.34,Medium,Clear,Afternoon,Grocery,3.22,No,No,Normal,Delivered,39,36,Yes,3.8
O102596,Bangalore,Mumbai,11.9,Mini Truck,R3596,31,4.44,Medium,Rainy,Night,Clothing,2.28,No,No,Normal,Delivered,55,59,Yes,4.6
O102597,Pune,Hyderabad,15.4,Scooter,R3597,54,4.33,Low,Clear,Evening,Furniture,1.27,No,No,Normal,Delivered,46,48,Yes,3.0
O102598,Kolkata,Bangalore,18.1,Scooter,R3598,37,4.65,Medium,Rainy,Night,Furniture,0.59,Yes,No,Normal,Delivered,84,74,Yes,4.6
O102599,Delhi,Chennai,15.1,Van,R3599,48,4.1,Medium,Clear,Afternoon,Clothing,4.37,Yes,No,Normal,Failed,58,68,No,3.9
O102600,Delhi,Chennai,16.5,Mini Truck,R3600,34,4.09,High,Rainy,Night,Furniture,0.5,No,No,Normal,Delivered,94,92,Yes,5.7
O102601,Hyderabad,Mumbai,15.6,Mini Truck,R3601,44,4.85,Medium,Clear,Evening,Electronics,3.8,No,No,High,Delivered,60,62,Yes,3.9
O102602,Pune,Chennai,14.8,Scooter,R3602,41,4.41,Medium,Clear,Night,Electronics,4.32,No,No,Normal,Delivered,57,70,No,3.8
O102603,Kolkata,Delhi,14.4,Van,R3603,43,4.47,Medium,Clear,Night,Pharma,2.18,No,Yes,High,Delivered,56,45,Yes,3.9
O102604,Delhi,Chennai,14.4,Mini Truck,R3604,27,4.29,Medium,Clear,Morning,Clothing,3.77,No,No,Normal,Delivered,56,55,Yes,3.9
O102605,Hyderabad,Kolkata,13.9,Scooter,R3605,47,4.41,Medium,Windy,Evening,Clothing,0.59,No,No,Normal,Delivered,59,57,Yes,4.2
O102606,Hyderabad,Mumbai,5.1,Mini Truck,R3606,45,4.19,Low,Windy,Afternoon,Grocery,4.07,No,No,Normal,Delivered,16,1,Yes,3.1
O102607,Kolkata,Ahmedabad,24.3,Bike,R3607,52,4.53,High,Rainy,Afternoon,Furniture,4,No,No,Normal,Delivered,139,141,Yes,5.7
O102608,Ahmedabad,Bangalore,9.0,Bike,R3608,25,4.23,Low,Clear,Night,Furniture,3.2,Yes,No,Normal,Delivered,26,48,No,2.9
O102609,Pune,Chennai,12.2,Van,R3609,28,4.15,Low,Clear,Night,Electronics,3.66,Yes,No,Normal,Delivered,36,43,No,3.0
O102610,Bangalore,Hyderabad,21.0,Bike,R3610,41,4.4,High,Rainy,Evening,Pharma,3.09,No,No,Normal,Delivered,121,120,Yes,5.8
O102611,Chennai,Pune,24.5,Van,R3611,52,4.36,Low,Clear,Evening,Pharma,1.16,No,No,Normal,Delivered,73,58,Yes,3.0
O102612,Mumbai,Ahmedabad,20.5,Bike,R3612,48,4.18,Low,Clear,Night,Grocery,3.48,No,No,Low,Delivered,61,63,Yes,3.0
O102613,Bangalore,Hyderabad,18.1,Bike,R3613,23,4.03,Low,Clear,Evening,Furniture,3.43,No,No,Normal,Delivered,54,37,Yes,3.0
